unique_trial_ID,ID,season,trial,task,path_efficiency,directional_path_efficiency,perc_backward,perc_backward_buffer,shrew_path_length,correct_path_length,total_deviation_sequences,first_deviation_point,first_deviation_length,total_deviations,total_deviation_length
spring_20210913-1_T7,20210913-1,spring,T7,maze,0.263448275862069,0.5029585798816568,0.5337931034482759,0,342.887213385383,146.2292825322292,6,1,205.54082721757953,6,250.72118232175015
summer_20210909-1_T7,20210909-1,summer,T7,maze,0.7189189189189189,0.6648648648648648,0,0,99.69756019422825,143.06131319575528,8,1,7.217156235021017,8,29.05561873348706
summer_20210802-3_T6,20210802-3,summer,T6,maze,0.9908675799086758,0.9481481481481482,0.0753424657534246,0.079136690647482,116.61088404626004,141.76393014407432,1,5,1.4080804289880884,1,1.4080804289880884
summer_20210912-2_T8,20210912-2,summer,T8,maze,0.3232799245994345,0.53276955602537,0.5541941564561734,0.2522255192878338,426.5889541436285,142.7306186616575,11,1,206.2440103502331,11,322.9741748351329
winter_20240225-4_T5,20240225-4,winter,T5,maze,0.5931477516059958,0.7589453860640302,0.4314775160599571,0.1569037656903765,180.7606641910635,140.38343751498178,6,1,0.8619634197306583,6,58.54410841921484
winter_20240228-3_T1,20240228-3,winter,T1,maze,0.8226037195994278,0.890625,0.1759656652360515,0.0655737704918032,144.77088131228345,140.39010920627027,2,1,1.1400430865346118,2,22.41924943417654
spring_20240520-3_T9,20240520-3,spring,T9,maze,0.5707678075855689,0.8111111111111111,0.4172062904717853,0.1454849498327759,246.0080696707444,140.02757410236688,8,1,2.8640404363217904,8,114.51420864523236
spring_20240524-1_T10,20240524-1,spring,T10,maze,0.2718319107025607,0.4875346260387811,0.525935653315824,0.1088607594936708,409.5424808813046,142.01592282073548,4,1,257.10705667978146,4,291.60889987987514
winter_20240303-3_T1,20240303-3,winter,T1,maze,0.2053832650672908,0.5168738898756661,0.6705675833820948,0.0364238410596026,478.538292764813,141.43015739055198,8,1,263.2878308142648,8,353.3663399716444
winter_20240303-3_T7,20240303-3,winter,T7,maze,0.4069920844327176,0.6272285251215559,0.5930079155672823,0.3269565217391304,397.3224051770991,141.56627289579188,10,1,2.2561673529784825,10,258.28101779332457
spring_20210912-2_T2,20210912-2,spring,T2,maze,0.1408912188728702,0.1682322801024765,0.7442114460463084,0.5275779376498801,1643.9071475771157,198.278459182386,41,13,0.203802840127726,41,1360.1425864944288
winter_20210802-3_T1,20210802-3,winter,T1,maze,0.8257477243172952,0.9301470588235294,0.2925877763328999,0.1878009630818619,146.92734284606976,145.4102061416919,5,5,4.337776452682142,5,13.63027572323973
summer_20210802-5_T9,20210802-5,summer,T9,maze,0.8944223107569721,0.8571428571428571,0.0796812749003984,0.0747663551401869,114.72760674589378,143.59002140122,3,1,1.796292245484278,3,5.97151926289091
spring_20210912-1_T6,20210912-1,spring,T6,maze,0.4535147392290249,0.6980088495575221,0.4875283446712018,0.1826424870466321,354.9545717554236,147.67093714605258,2,1,221.0265565284409,2,221.91207914036636
spring_20240520-3_T2,20240520-3,spring,T2,maze,0.162556915617054,0.264868726558314,0.6689137247945125,0.4549797868430724,1747.9991712786968,141.7287556887462,21,1,486.93084419421854,21,1421.495245523495
summer_20210802-2_T6,20210802-2,summer,T6,maze,0.2627551020408163,0.6483253588516746,0.6445578231292517,0.1026490066225165,455.154166529472,140.90719263035848,3,1,289.88797212157266,3,334.93509767824645
spring_20240520-3_T1,20240520-3,spring,T1,maze,0.2194602929838087,0.3816933638443936,0.7304548959136469,0.5252597125373559,5447.801524516635,140.86161401057473,78,1,580.2283852131632,78,4220.026024079799
winter_20240228-2_T8,20240228-2,winter,T8,maze,0.964516129032258,0.9267399267399268,0.1193548387096774,0.1184668989547038,118.77450078752236,140.42848645894395,4,1,0.8439953449549247,4,5.630698679394388
spring_20210913-2_T2,20210913-2,spring,T2,maze,0.4308206106870229,0.7451776649746192,0.5300572519083969,0.1724915445321307,297.10320283714714,145.28491786202633,10,2,102.5307625168103,10,158.12945626496264
winter_20210912-1_T9,20210912-1,winter,T9,maze,0.9242902208201892,0.864406779661017,0.0694006309148265,0.0625,111.66144001441852,145.39898175104693,3,1,6.540120780961039,3,11.327539510004147
summer_20210912-2_T3,20210912-2,summer,T3,maze,0.375,0.5145299145299145,0.415,0.1864864864864865,239.9447393553029,141.83906312683428,15,2,63.19580577359686,15,133.39788439112027
winter_20240228-3_T2,20240228-3,winter,T2,maze,0.6418269230769231,0.9105058365758756,0.3822115384615384,0.0823529411764705,201.2366255630112,139.31401802709885,2,1,41.45838409708088,2,74.9596656176453
summer_20210912-2_T4,20210912-2,summer,T4,maze,0.8478260869565217,0.7675438596491229,0.008695652173913,0.0112994350282485,111.86724203857852,142.7306186616575,6,5,4.70709446030982,6,20.0726782070417
spring_20240520-4_T8,20240520-4,spring,T8,maze,0.1375868055555555,0.3012895662368112,0.6297743055555556,0.1518151815181518,543.7993077128164,141.34066803174494,4,1,392.2289615924088,4,426.22346739426297
winter_20210802-1_T1,20210802-1,winter,T1,maze,0.9178785286569716,0.9611542730299668,0.2292557741659538,0.1752380952380952,148.61368302098438,145.39898175104696,5,5,1.5476301114237063,5,5.496049743404549
winter_20240303-3_T8,20240303-3,winter,T8,maze,0.2812556377412953,0.5364154528182394,0.7151362078296951,0.4438608010505581,481.0454962131443,141.54488561390085,5,1,1.3236918450158854,5,272.7777099836957
winter_20240225-2_T10,20240225-2,winter,T10,maze,0.2902926149558755,0.611764705882353,0.6052020436600093,0.1201353637901861,403.8051285586638,140.81053469359964,3,1,272.9043034044547,3,278.32517983425385
winter_20240303-1_T5,20240303-1,winter,T5,maze,0.7025641025641025,0.7491166077738516,0.2743589743589744,0.066079295154185,147.2190733773841,140.46155517790348,4,1,2.1885112497142867,4,35.46854647454855
